"TEAM","COMP","PASS.ATT","PASS.PCT","PASS.YDS..OFF.","PASS.YDS.ATT","PASS.TD","PASS.INT..OFF.","QBR","RUSH.ATT","RUSH.YDS..OFF.","RUSH.YDS.ATT","RUSH.TD..OFF.","TOTAL.FIRST.DOWNS","RUSH.FIRST.DOWNS","PASS.FIRST.DOWNS","THRD.DOWN.MADE","THRD.DOWN.ATT","THRD.DOWN.PCT","FOURTH.DOWN.ATT","PENALTIES","KICKING.PTS","FGA","FG.LNG","XP","PUNTS","PTS.AGAINST","TOTAL.YDS..DEF.","PASS.YDS..DEF.","RUSH.YARDS..DEF."
"55",2,3,3,4,2,2,3,2,4,3,2,3,1,3,2,2,1,4,2,3,3,3,2,5,3,3,1,1,1,1
"56",2,3,3,7,2,2,1,2,4,3,4,5,2,3,3,3,4,5,4,1,3,4,2,7,2,3,1,2,2,2
"57",2,2,2,5,2,4,1,1,6,4,3,4,2,2,2,2,1,3,1,2,3,3,1,1,4,4,1,3,2,3
"58",2,4,3,7,3,3,5,1,7,2,3,4,1,5,5,3,3,2,5,1,2,4,2,7,4,1,1,2,2,1
"59",2,3,3,4,3,3,1,2,4,4,3,3,1,3,3,2,3,5,3,1,3,2,2,1,2,3,2,3,3,2
"60",2,3,3,6,3,3,2,3,5,4,2,3,1,4,2,3,4,5,3,1,2,3,3,5,2,3,2,2,2,2
"61",2,3,3,4,4,4,1,1,5,4,4,5,4,6,4,4,5,4,5,1,3,2,1,1,4,1,1,2,1,2
"62",2,2,2,3,2,3,2,1,5,3,2,3,1,2,2,1,2,4,3,1,2,1,1,1,2,4,2,3,3,2
"63",2,3,2,6,2,2,1,1,4,4,4,4,2,3,2,3,2,5,3,1,3,4,2,1,4,5,2,3,3,1
"64",2,2,2,5,2,3,3,1,6,3,5,6,4,4,3,4,3,2,5,1,1,3,2,6,5,1,1,2,1,3
"65",2,3,3,4,3,3,4,1,6,4,4,5,4,5,4,4,5,4,5,1,1,4,1,3,6,2,1,2,2,1
"66",2,3,2,7,3,3,1,2,4,4,2,3,2,4,3,3,3,3,3,1,3,2,2,4,1,2,2,3,2,3
"67",2,3,3,5,3,3,2,1,6,3,3,4,3,4,3,3,4,3,5,1,2,4,2,5,4,1,1,3,2,2
"68",2,2,2,4,3,4,2,1,6,3,3,4,3,4,3,3,6,4,5,1,2,2,1,1,3,2,2,4,2,3
"69",3,1,1,5,1,2,1,1,6,3,4,6,3,2,1,3,2,3,3,1,1,2,2,1,4,2,1,3,2,2
"70",3,4,4,4,5,3,4,1,6,4,5,5,3,5,4,4,6,6,4,3,3,5,3,6,5,2,2,3,3,2
"71",3,3,3,4,3,2,4,1,6,3,3,4,1,4,3,2,4,4,4,3,3,2,1,4,4,2,3,5,4,3
"72",3,3,3,5,3,3,1,1,5,4,3,3,3,4,3,3,2,5,3,2,3,2,1,1,3,4,3,4,3,2
"73",3,3,4,1,2,1,1,2,3,2,2,3,1,3,3,2,3,6,3,1,2,1,2,1,1,5,2,4,2,4
"74",3,4,4,5,4,3,3,2,5,3,2,3,1,4,4,2,2,4,3,3,3,4,2,1,2,3,4,4,3,4
"75",3,3,3,4,2,2,2,2,4,4,3,4,1,4,3,3,3,4,3,2,2,4,2,6,2,3,3,4,3,4
"76",3,3,3,4,2,2,4,1,5,4,4,5,1,5,3,3,4,5,3,4,3,3,1,5,4,3,2,3,3,2
"77",3,3,3,4,3,3,3,3,5,3,3,4,1,4,3,3,2,3,3,1,3,4,2,6,3,2,3,4,3,4
"78",3,4,3,5,2,2,1,1,4,4,3,4,1,4,3,3,3,5,3,5,2,3,3,3,2,2,3,4,4,2
"79",3,2,4,2,3,2,1,3,2,3,2,3,3,4,3,2,2,4,2,2,1,3,2,6,2,3,3,5,3,4
"80",3,3,4,2,4,3,2,3,4,3,2,3,1,3,3,2,2,5,2,2,3,4,2,1,3,4,5,5,4,4
"81",3,3,2,7,2,3,2,1,6,6,4,4,4,5,3,5,6,5,5,1,1,3,1,4,4,2,2,5,3,3
"82",3,2,2,3,3,4,1,1,4,4,4,5,4,3,3,3,2,3,3,1,2,2,1,1,4,4,1,4,2,3
"83",3,1,2,1,1,2,1,1,3,6,5,4,4,4,1,5,5,6,4,4,2,2,1,1,5,1,2,3,2,3
"84",3,2,3,3,3,3,1,1,4,4,3,4,1,4,2,3,2,4,3,1,3,4,3,1,2,3,2,3,3,2
"85",3,3,3,6,3,3,2,1,6,4,4,5,4,4,3,3,1,4,2,3,1,3,2,1,4,2,2,3,2,3
"86",3,2,2,5,2,3,1,1,5,4,4,4,4,4,2,5,4,4,4,1,1,4,2,6,4,2,2,3,3,2
"87",3,3,2,7,3,4,3,2,6,3,3,4,2,4,3,3,3,2,5,2,3,2,1,3,4,1,3,4,4,2
"88",3,4,3,5,3,3,4,1,6,3,6,7,6,6,4,5,3,2,5,2,2,4,1,5,7,1,2,3,3,2
"89",3,6,6,5,5,3,5,3,5,3,2,3,1,6,6,2,4,7,3,3,2,4,3,6,3,3,4,5,4,3
"90",3,2,3,1,2,2,2,2,3,5,5,4,2,5,2,6,4,5,4,2,2,2,2,6,2,2,5,4,3,3
"91",3,2,3,1,2,1,1,3,2,4,3,4,2,3,2,3,5,7,4,5,3,1,1,1,1,3,3,4,2,4
"92",3,2,3,3,2,2,1,1,4,3,2,3,1,3,3,2,4,5,4,2,3,2,1,1,2,3,5,5,3,5
"93",3,3,3,5,3,3,1,2,5,5,3,3,3,5,3,3,5,5,4,2,3,2,1,1,3,2,3,4,3,3
"94",3,2,3,4,3,3,1,1,4,5,5,5,4,4,3,4,5,6,4,1,3,4,2,5,4,2,1,2,1,3
"95",3,4,4,5,4,3,4,1,6,3,2,4,1,4,4,3,4,5,4,1,2,2,1,1,3,4,4,5,3,4
"96",3,6,6,4,4,2,1,1,4,2,2,3,2,6,6,2,6,7,4,1,2,3,3,4,2,3,3,4,2,4
"97",3,3,4,5,4,3,2,1,5,4,4,5,3,4,4,3,4,5,4,1,1,3,2,1,4,4,3,4,4,2
"98",3,3,3,4,2,2,1,1,4,5,4,4,3,4,3,4,6,6,5,3,1,2,2,6,2,3,3,3,2,3
"99",3,3,3,5,3,3,2,1,5,3,3,4,3,4,3,2,5,4,5,2,2,2,1,3,4,2,4,6,5,2
"100",3,3,3,5,3,3,1,2,4,4,5,5,4,4,3,5,4,5,3,1,2,2,1,1,4,2,2,3,3,3
"101",3,4,3,5,3,3,5,1,6,3,3,4,1,4,3,2,4,4,4,1,3,4,1,1,6,2,4,5,5,2
"102",3,3,4,4,2,2,1,4,2,4,2,3,1,4,3,3,3,5,3,4,2,1,1,1,1,3,5,4,3,3
"103",4,3,3,4,3,3,2,1,5,4,4,4,4,5,5,3,5,5,4,1,2,3,1,4,4,3,2,3,2,3
"104",4,3,4,4,2,2,1,1,4,3,2,3,1,3,2,3,3,5,3,2,2,2,1,1,2,5,4,4,3,3
"105",4,3,3,6,3,3,5,2,6,5,4,4,2,5,4,4,4,4,4,2,2,2,1,1,5,1,2,3,3,1
"106",4,3,3,3,2,2,1,3,3,4,3,4,1,3,3,3,1,4,1,1,2,4,3,6,1,3,2,2,1,3
"107",4,4,4,5,3,2,1,2,4,4,3,4,3,4,3,3,5,6,4,4,1,2,1,1,2,3,4,5,5,1
"108",4,3,3,4,2,2,1,1,4,3,2,3,2,3,3,3,2,4,2,1,1,1,1,1,2,5,2,2,2,2
"109",4,2,3,4,3,3,3,2,5,4,3,4,2,4,3,3,3,4,3,1,1,4,2,6,5,3,3,4,5,1
"110",4,3,3,5,3,3,1,1,5,4,2,3,2,3,3,2,2,5,2,1,1,3,2,5,2,6,2,5,4,3
"111",4,3,3,4,2,2,1,3,3,3,3,4,3,3,3,2,4,5,4,1,2,3,2,3,2,3,2,4,4,2
"112",4,3,4,3,3,2,2,3,3,2,2,3,1,3,3,2,4,5,3,1,2,3,2,1,2,3,3,4,3,4
"113",4,3,3,5,3,3,2,2,5,4,4,4,3,4,3,3,1,3,2,2,2,3,1,6,5,3,4,4,4,2
"114",4,3,2,6,3,3,1,1,5,4,3,4,3,4,3,3,2,3,3,2,1,2,1,1,4,3,3,4,3,3
"115",4,2,2,4,3,3,4,1,6,3,2,3,3,3,2,2,3,4,3,1,2,3,1,6,5,4,3,5,6,1
"116",4,4,4,5,4,3,4,1,6,4,3,3,1,5,4,3,6,6,4,1,3,7,4,1,3,2,5,6,6,3
"117",4,4,3,6,4,4,5,1,7,4,3,3,2,4,4,2,4,5,4,2,1,4,3,5,5,1,1,2,2,2
"118",4,2,2,4,2,3,2,1,6,4,5,6,5,4,2,5,4,4,4,1,2,3,2,1,4,2,2,3,2,3
"119",4,3,3,5,3,3,3,2,5,4,3,4,2,5,4,3,4,4,4,2,1,2,1,1,4,2,2,3,1,4
"120",4,4,4,4,4,3,1,2,4,4,2,3,4,5,5,2,4,5,3,2,1,4,2,4,2,3,3,4,3,4
"121",4,2,2,4,2,3,3,1,6,3,3,5,2,3,2,2,2,4,3,1,3,3,1,1,4,4,3,5,4,4
"122",4,3,3,4,3,3,3,1,6,2,2,4,1,3,3,3,3,4,3,1,1,3,2,4,3,3,1,3,2,3
"123",4,4,5,3,4,2,3,3,4,2,1,3,1,3,3,2,3,5,3,4,2,2,1,1,3,3,4,4,2,4
"124",4,3,4,3,3,2,1,2,3,3,3,4,2,4,4,2,3,4,3,1,1,1,2,1,2,2,4,4,4,2
"125",4,3,3,5,4,4,3,2,6,3,4,5,4,4,3,3,3,3,4,1,2,4,2,4,6,2,4,5,3,4
"126",4,6,6,4,5,3,3,3,4,3,2,3,1,6,6,3,6,6,5,5,2,3,2,6,2,1,6,5,4,4
"127",4,4,4,4,3,2,2,2,4,4,3,4,2,4,4,3,5,7,3,1,2,3,2,1,3,4,2,3,3,2
"128",4,4,4,6,4,3,3,3,5,2,2,3,1,4,4,2,2,4,3,2,2,2,1,1,3,3,4,4,3,3
"129",4,4,4,4,5,4,5,1,6,2,1,2,1,4,5,1,2,3,3,1,2,2,1,1,2,4,3,4,3,3
"130",4,3,3,5,3,3,5,2,6,3,3,4,1,3,3,2,5,5,5,1,1,4,2,4,4,2,2,4,4,2
"131",4,2,2,3,3,4,2,1,6,5,4,4,4,5,3,5,4,4,4,1,1,4,2,5,4,1,2,3,2,2
"132",4,3,4,2,3,2,1,2,3,2,1,2,1,2,3,1,3,5,3,2,2,3,2,1,1,4,3,3,3,2
"133",4,4,4,4,3,2,2,2,4,4,4,5,4,5,4,4,4,5,3,1,2,6,3,5,4,2,3,2,3,1
"134",4,3,3,6,3,3,1,1,5,4,2,3,1,4,4,2,5,6,4,1,1,4,3,6,2,2,1,3,3,2
"135",4,2,2,4,2,3,2,2,4,4,2,3,1,2,2,2,2,4,2,3,2,2,1,1,2,4,1,3,2,3
"136",4,4,5,4,4,3,5,3,5,5,4,5,2,6,5,4,7,7,5,1,3,4,3,5,5,2,6,4,4,3
"137",5,2,2,5,3,4,3,1,7,4,4,4,1,4,3,4,4,4,4,2,2,3,3,4,3,1,2,3,2,2
"138",5,3,3,4,2,2,2,2,4,2,3,4,1,3,3,3,1,3,2,1,2,1,1,1,2,4,4,5,3,4
"139",5,2,2,6,3,5,4,1,7,3,3,4,2,3,3,2,3,3,4,2,2,4,2,6,4,1,2,2,2,2
"140",5,2,2,2,2,2,1,2,3,4,3,4,1,4,3,4,5,5,5,2,2,2,1,4,2,2,3,3,2,4
"141",5,3,4,3,3,2,1,2,3,3,3,4,1,3,3,2,5,6,4,3,2,2,2,1,1,3,2,4,4,2
"142",5,4,4,6,5,3,6,1,7,3,3,4,1,6,6,3,4,4,4,2,1,3,2,1,4,2,5,5,4,4
"143",5,3,3,4,2,2,2,2,4,3,3,4,1,4,3,4,2,3,3,2,2,1,1,1,2,3,3,5,5,2
"144",5,1,2,4,2,3,1,2,4,3,4,5,3,3,2,3,2,3,3,3,1,2,1,1,3,1,2,3,3,2
"145",5,2,2,4,2,2,1,1,4,3,2,3,2,3,3,2,5,5,5,1,2,2,1,4,2,3,1,1,1,1
"146",5,4,4,6,4,3,7,1,7,2,2,3,1,4,5,1,4,4,5,1,1,2,1,3,4,2,5,6,5,2
"147",5,2,2,4,2,2,1,2,3,4,3,4,2,3,2,3,3,3,4,2,1,3,3,7,2,2,3,4,3,3
"148",5,1,2,2,2,3,1,1,5,4,3,3,1,3,2,3,2,4,3,1,2,4,3,4,2,3,1,3,3,2
"149",5,2,2,5,1,2,1,2,3,4,3,4,4,3,2,3,3,4,3,1,1,2,1,5,3,3,1,2,1,2
"150",5,1,2,3,2,3,2,1,6,5,4,5,2,4,2,4,3,3,4,1,2,2,1,7,3,2,2,2,2,2
"151",5,1,1,4,2,5,4,2,5,3,6,7,5,4,2,5,2,1,4,1,3,4,1,3,7,1,1,2,3,1
"152",5,4,5,4,4,3,1,2,4,2,2,3,1,5,5,3,3,4,3,3,3,2,2,5,1,1,2,3,3,2
"153",5,1,1,3,1,2,1,2,2,5,4,4,3,3,1,3,4,4,4,1,2,3,2,5,2,3,1,2,2,2
"154",5,1,1,3,1,2,1,1,3,6,5,5,6,5,2,6,4,3,5,2,1,2,1,1,5,1,3,3,3,2
"155",5,2,2,6,2,3,2,2,6,4,3,4,1,4,3,3,4,3,5,1,2,2,2,3,2,1,3,4,4,3
"156",5,2,3,4,2,2,2,1,5,3,2,3,1,2,3,2,2,4,2,1,2,1,1,1,2,5,3,4,4,2
"157",5,2,2,5,3,3,2,1,6,4,3,4,3,4,3,3,5,4,5,1,2,3,2,3,5,1,2,3,2,2
"158",5,3,2,7,3,3,1,2,5,4,3,4,2,4,3,4,3,3,4,2,4,1,1,3,2,2,3,4,4,2
"159",5,2,3,2,3,3,3,3,4,2,3,5,1,4,3,2,3,3,3,1,1,4,2,5,2,2,4,5,3,4
"160",5,2,2,4,2,3,1,1,5,4,4,5,3,4,2,4,3,4,3,2,3,2,1,1,3,4,3,5,4,3
"161",5,2,2,2,3,3,1,1,5,4,4,4,2,4,3,3,3,4,3,2,1,2,2,1,2,3,2,3,3,3
"162",5,2,4,2,2,2,1,2,2,2,2,3,1,3,2,2,3,5,3,1,3,1,1,1,1,4,3,3,3,2
"163",5,2,3,2,2,2,2,2,4,2,1,2,1,2,2,1,3,5,3,1,3,1,1,1,2,5,3,4,3,3
"164",5,1,1,1,1,1,1,2,1,2,3,6,1,1,1,2,1,2,3,1,1,2,1,4,1,2,5,5,3,4
"165",5,3,4,3,3,2,1,2,4,3,2,3,1,3,3,2,5,6,4,2,2,1,1,1,1,4,2,2,2,2
"166",5,1,2,1,1,1,1,3,1,3,3,4,1,3,2,3,3,4,3,2,1,1,1,1,1,2,5,5,2,5
"167",5,4,4,5,3,2,3,3,4,3,2,3,2,5,3,3,4,4,4,2,3,1,1,5,2,2,4,4,2,3
"168",5,3,3,5,3,3,3,2,5,4,3,4,4,5,4,4,5,5,5,2,1,3,1,5,4,2,4,4,3,3
"169",5,2,2,4,2,3,3,1,6,4,4,4,3,4,3,4,3,4,4,1,1,3,1,6,4,3,2,2,1,3
"170",5,2,2,6,3,5,3,1,7,3,4,5,5,4,3,3,2,2,3,2,1,3,1,1,6,1,3,5,4,3
"171",6,2,2,3,1,2,1,1,3,4,4,5,2,3,2,3,2,4,3,1,2,4,3,6,2,3,3,4,4,2
"172",6,2,2,6,3,5,2,1,7,4,4,5,3,4,3,4,5,4,5,1,3,3,2,6,4,2,2,3,2,3
"173",6,2,2,3,2,2,1,4,3,3,3,4,2,3,2,3,2,3,3,1,3,2,1,7,3,1,3,4,2,4
"174",6,1,1,7,2,5,1,1,7,4,3,4,4,3,2,3,3,3,5,1,3,2,1,1,4,2,2,3,2,4
"175",6,2,2,5,3,4,2,2,6,4,4,4,3,4,3,4,3,4,4,1,4,2,1,1,4,4,3,4,4,3
"176",6,2,2,6,2,3,1,1,6,4,4,4,1,3,1,4,5,5,4,1,2,4,3,1,2,2,1,3,2,3
"177",6,1,1,2,1,2,1,2,3,5,5,6,4,4,1,6,2,2,3,1,1,2,1,1,5,1,2,3,2,4
"178",6,2,2,6,3,4,1,1,6,5,5,5,4,5,3,5,4,3,5,1,3,3,2,4,4,1,4,4,3,3
"179",6,2,2,4,1,1,1,2,3,3,3,4,1,3,1,4,2,4,3,1,1,2,2,5,1,3,2,2,1,3
"180",6,2,2,4,3,3,1,1,5,5,4,4,4,5,2,5,3,4,3,2,3,5,3,5,3,2,4,5,4,2
"181",6,2,3,3,2,2,1,2,3,3,3,4,1,3,3,2,4,4,5,2,3,1,1,1,1,2,3,4,2,4
"182",6,2,2,5,2,3,2,1,6,4,4,4,4,4,3,4,4,4,4,1,4,3,1,6,6,3,3,4,4,2
"183",6,2,2,4,2,3,1,2,4,4,3,4,3,4,2,4,4,4,4,1,3,2,1,4,3,3,1,2,2,2
"184",6,2,2,2,2,3,1,1,4,3,2,3,1,2,1,2,2,4,2,2,3,2,2,6,1,3,3,4,2,4
"185",6,2,2,4,2,3,2,1,6,4,4,4,3,4,2,5,4,4,4,1,3,5,3,5,4,2,1,4,3,3
"186",6,2,2,4,2,2,1,1,4,4,5,5,5,4,2,5,5,4,5,1,2,4,1,4,6,1,2,3,3,2
"187",6,3,3,5,3,3,2,3,4,3,3,4,1,4,3,3,4,3,5,1,1,3,2,6,2,2,2,4,3,3
"188",6,3,3,5,4,4,2,3,5,3,2,3,1,4,3,3,4,4,4,1,1,3,3,6,1,2,2,4,3,3
"189",6,2,2,4,1,2,2,2,4,3,3,4,1,3,2,3,2,3,3,1,2,1,1,1,2,3,4,4,1,6
"190",6,2,3,3,3,2,1,3,3,4,3,4,3,3,3,3,3,5,3,5,2,1,1,1,2,3,3,4,3,4
"191",6,2,3,3,3,3,2,2,4,4,2,3,1,4,4,2,5,5,5,1,2,3,2,1,2,3,2,3,3,1
"192",6,3,3,6,2,2,1,2,4,4,3,4,1,4,3,4,2,4,3,1,2,3,3,6,1,3,2,3,3,2
"193",6,2,2,5,3,4,4,1,7,4,4,4,1,4,3,4,3,4,3,1,2,3,2,3,4,3,2,3,3,2
"194",6,1,1,4,1,4,1,1,5,4,3,4,4,2,1,3,3,3,5,1,1,2,2,1,4,1,2,4,3,3
"195",6,2,2,5,1,2,1,1,4,4,4,4,3,3,1,4,3,4,3,1,1,5,3,6,2,3,2,4,4,2
"196",6,2,2,5,3,4,2,1,6,4,4,5,3,4,3,4,3,3,4,1,3,4,2,6,4,2,1,3,2,3
"197",6,2,2,7,2,3,4,2,6,4,6,7,4,5,3,5,3,2,7,1,1,4,1,6,6,1,1,2,2,2
"198",6,2,3,3,2,2,2,3,3,4,3,4,1,4,3,4,3,4,3,1,2,4,3,1,2,3,4,4,3,4
"199",6,2,3,4,3,3,1,1,5,4,3,3,3,3,3,3,6,5,5,1,2,4,2,1,2,3,3,4,4,3
"200",6,2,2,2,3,3,2,1,5,5,5,5,4,4,2,5,4,4,4,1,2,2,1,1,4,3,4,5,5,3
"201",6,3,3,4,3,3,1,1,4,4,3,3,5,4,3,2,4,5,4,3,1,3,1,1,4,3,5,4,3,3
"202",6,2,2,5,2,4,2,2,6,5,5,5,4,4,2,5,3,3,4,2,2,4,2,6,4,2,1,2,2,2
"203",6,2,1,7,2,4,1,1,6,4,5,6,4,4,3,4,3,2,6,1,2,2,1,1,4,1,3,5,4,2
"204",6,2,3,2,3,3,1,2,4,3,2,3,1,3,3,2,1,4,1,2,1,4,3,7,1,3,3,5,4,3
"205",7,3,3,7,4,5,3,1,7,4,4,5,4,5,4,4,3,3,5,1,3,6,2,6,6,1,1,2,1,3
"206",7,4,4,4,3,2,3,2,4,4,4,4,3,5,4,4,5,6,4,2,4,3,3,3,4,2,1,1,1,1
"207",7,2,3,3,5,5,6,2,6,3,4,5,2,4,3,4,2,3,3,3,4,3,1,1,6,1,2,3,2,3
"208",7,3,3,4,4,3,3,1,6,4,4,5,4,5,3,5,6,5,5,1,2,6,3,5,4,1,2,3,3,1
"209",7,3,3,6,4,4,3,1,7,3,2,3,1,3,4,2,3,4,3,3,4,2,2,1,3,2,3,4,2,4
"210",7,2,2,3,2,3,3,1,6,5,4,4,2,5,3,4,3,4,3,3,4,4,4,5,4,2,2,2,2,2
"211",7,4,4,6,4,3,1,1,5,4,2,3,4,5,5,3,4,5,3,4,3,4,2,1,4,2,2,3,2,3
"212",7,2,2,4,3,3,2,3,4,4,3,3,3,3,3,2,4,4,4,1,2,2,1,4,3,3,4,5,3,4
